,name,time,tweet
566,#SavageKhings,11/9/2019 20:54,"N-POWER Payment of stipend is a big problem we have to fix  it, it is very annoying"
567,abubakar hassan,11/9/2019 20:52,N-POWER pay our stipends
568,Ismail,11/9/2019 18:26,N-POWER I can't login to my portal again. What happen?
569,Mamudu Mohammed Kashetu,11/9/2019 18:05,N-POWER It is not fair.... We need our stipends... Cos it not easy
570,Costus spectabilis,11/9/2019 17:58,We have to work for the success of this programme
571,Taiwo Sodiq Oyeniyi,11/9/2019 17:58,"I actually got my own SMS yesterday  Nov 8th, saying registration starts then and ends on the 15th. I'd…"
572,Taiwo Sodiq Oyeniyi,11/9/2019 17:52,"And if you registered back then and followed through, you should get an SMS of deployment.  But I think it's just North and South"
573,Taiwo Sodiq Oyeniyi,11/9/2019 17:51,"I don't think I can finish going through this thread, anyways it's a little too late to register for NPOWER"
574,Costus spectabilis,11/9/2019 17:10,we fight delaying volunteers payment
575,Babalola Oluwatobi Sarah,11/9/2019 15:39,i did not see npower transtion survey on my profile please help me to down it
576,Yaqub Fathiudeen A.,11/9/2019 11:26,Is it for new candidate
577,THIS WORLD IS VANITY!!!,11/9/2019 11:26,we need to raised and stopped this occurrence delay in paying volunteer which is a very poor situation
578,THIS WORLD IS VANITY!!!,11/9/2019 11:14,why are u still keeping…
579,Bukola Wahab,11/9/2019 9:37,NPowerTech Southern Beneficiaries begin their classes
580,Bukola Wahab,11/9/2019 9:34,"NPowerTech (Southern) trainees immediately settled and began classes yesterday, The Trainees express joy aboyu the programme"
581,Awaji-rominsan,11/25/2019 4:43,"Npower Please,  N-power any update concerning our October stipend that has delayed till now and yet no payment?"
582,Ujunwa,11/25/2019 4:31,Religious bigot
583,Ujunwa,11/25/2019 4:27,You are so negative and unprofessional in dealing with the volunteers.Why can't you address the issue of non payment…
584,Benjamin Nze,11/25/2019 3:40,"Pls, Npower Build beneficiaries on Apprenticeship have not received their October pay. Is there a case? This is unbearable"
585,Akan Wilson,11/25/2019 3:17,"What are the areas of specialization in each of the components (N-CREATIVE, N-TECH and N-Build)?  Please,… npower"
586,THIS WORLD IS VANITY!!!,11/25/2019 3:15,    kindly help inform the   that  yet to pay… 
587,Akan Wilson,11/25/2019 3:13,"Hello Npower , I urgently need details on the nongraduate categories of Npower scheme. 1) What's the total numb…"
588,THIS WORLD IS VANITY!!!,11/25/2019 3:06,"This wickedness talk  Npower why  you are yet to pay beneficiaries October stipend till date 25th November, 2019."
589,SAMUEL BASSEY,11/24/2019 23:19,Npower Nice one
590,Mustapha Musa,11/24/2019 22:45,wishing u all the Npower software toward ur study
591,Muhammad ahmad,11/24/2019 22:14,May Allah be your guidance as…
592,Segun | Your Literacy Plug,11/24/2019 20:23,Npower help us help students. This issue of non payment is unbearable
593,isa ibn umar,11/24/2019 20:20,No I don't and that's the what I want to know if possible
594,Olubunmi joseph Abiri,11/24/2019 19:36,Npower you are treating us bad with the delay of stipends payment. Naija
595,SB9ne,11/24/2019 19:12,what is the real cause of October stipend delay sir ? The delay is unbearable
596,Nett Stark,11/24/2019 18:35,Is she also in charge of _ng? Abi she still de vex?
597,Costus spectabilis,11/24/2019 18:11,2  _interior Npower     1…
598,Segun | Your Literacy Plug,11/24/2019 17:11,8135498533  _ng  _akin1     … 
599,Joshua Adinoyi,11/24/2019 16:38,Npower  _akin1     …
600,horluwaseyi anuoluwa,11/24/2019 14:45,Npower Please sir we have not been paid October stipend. It is not fair oh
601,horluwaseyi anuoluwa,11/24/2019 14:39,please can you help us look into it on why the stipend for the month of October is yet to be paid. Thanks.
602,Bright,11/24/2019 14:07,Remembered the soothsayer message to Caesar..beware..this is a trap to deny u permanency.. Advicenoprotest
603,Babbage,11/24/2019 14:04,"Npower Looks like someone put our stipends in a fixed deposit account for another 31days, So it will yield plenty. This is wickedness oh"
604,Abdulrahman,11/24/2019 13:44,"Npower we are humans, we didn't deserve to be treated as animals. If u no longer need our services tell us instantly. it is getting worse"
605,Segun | Your Literacy Plug,11/24/2019 12:09,"Transfer of 500,000 _ng volunteers to , alas it gets worse. And of course it can't take you forever… "
606,Segun | Your Literacy Plug,11/24/2019 12:08,"Dear , My name is Segun Abiri, I am  Npower teacher in Abuja . Today is 24th November, and none about our stipends. This totally unfair"
607,usman kayode,11/24/2019 11:56,"Npower we don’t know who to complain to again, all na to just pray and hope on God intervention. You people are treating us unfairly"
608,Repented Servant,11/24/2019 11:40,"""We"" that keep expecting something good from this shitty government 🤷‍♂️"
609,Crown,11/24/2019 11:16,Npower  please  sirs what's delay our stipend.Please to be cruel to us we have family to feed oh.
610,Repented Servant,11/24/2019 10:28,_Saddiq We are suffering down here Npower
611,Adams Garba,11/24/2019 9:43,1_Official @_fateemahgee     _ng That's the truth of the m…
612,Bulama Muh'd Bukar,11/24/2019 9:40,"4u @_fateemahgee     _ng For my own observation, ba…"
613,Sa'idu Abdulrahaman.💻✍🌍,11/24/2019 9:21,When _ng  Voluntter Expecting Salary Alert
614,Adams Garba,11/24/2019 9:11,1_Official fateemahgee     _ng date
615,Shola Amaju,11/24/2019 9:03,Oya Goan kill dem na... Rubbish.go and hustle o... Before u start looking for where to steal
616,Olayinka Ishola,11/24/2019 8:54,Npower see what you caused😂😂😂😂😂😂
617,JavaScripted 🇳🇬,11/24/2019 7:15,"Mr Akulllah, I am interested in seeing how you would integrate a server side feature to your project. I trust you w…"
618,Mubarak Abu-Firdaus,11/24/2019 5:44,This Npower issue is getting out of hand. The little N600 you give beneficiaries daily for feeding and other upkeep is not seen again oh.
619,Npowerites,11/24/2019 5:06,"Dear _ng, A single line of communiqué will help us get out of this darkness. Communiqué please!"
620,Mal. Aminu Jamfalan,11/24/2019 5:05,M  _nyam _MBIT  5…
621,OYEWUMI OYEWOLE,11/24/2019 0:04,"why the silence over the October payment and now coming to November ending, is their any assurance to payment. This is painful"
622,8064275723,11/23/2019 23:38,I feel it is just  morally right to update the beneficiaries about status of their monthly stipend. This delay is getting worse.
623,Ochigbo .P. Angus,11/23/2019 20:53,Npower yet to pay October Stipend to Volunteers.. Volunteers are starving..
624,sunny nicholas,11/23/2019 20:04,Npower would you be paying oct/Nov stipend together? we cannot starve to death
625,AdeyemiOluwaseun,11/23/2019 19:38,"Npower please what is the problem with payment? It has never been delayed for this long before. It the programme closing"
626,Bamidele Timothy A,11/23/2019 19:36,I want to believe the Npower beneficiaries now know that they have served the purpose why  allowed…
627,lawal abdulganiyu,11/23/2019 19:27,"Npower I am delighted to tweet u this text. In regards to our October stipend, I am appealing that somebody should answer. this is a problem to us"
628,Aker Palegh,11/23/2019 18:13,Npower Maybe bad luck dey
629,NPOWER ENHANCEMENT (THEY CALL IT),11/23/2019 17:01,Npower  Travesty
630,Just Prime,11/23/2019 16:33,"The absence of communication in regards to the delay in the October stipend is worse than the deferment itself, in… "
631,adefunke2 Lawal,11/23/2019 15:45,Npower pay our stipend. We are not slave
632,Bukola Wahab,11/23/2019 15:36,Victoria an NPowerTech software trainee tells us what she has learnt so far from N-Tech Software Progra…
633,Semudara olaoluwa D,11/23/2019 14:50,"Npower Well done oo, please kindly give us update on our delayed stipend.. several info are just flying around. we are tired of this"
634,chima anuebunwa,11/23/2019 14:09,"pls what is happening to our October stipend? This is unfair to us, When r we going to receive our October stipend?"
635,austine nwaozuzu,11/23/2019 13:39,Then if that's not hustle what is it.Just dishing out a reply to get few like.cooow
636,Muh'd Faisal Munir,11/23/2019 13:06,Npower We are now expecting two months stipend from you (October and November) pls pay us our stipends this coming week Npower please don't disappoint us
637,iTOTx,11/23/2019 12:42,"Npower Please any update on the  delayed allowance of October 2019?"
638,Akinbola R T.,11/23/2019 12:32,It becomes heartless when no one is telling us why this is happening. _ng and  today is 23rd of Novem… 
639,Ogwuche Andrew Thomas,11/23/2019 11:32,My friend go Hustle.
640,Ogwuche Andrew Thomas,11/23/2019 11:31,They are indirectly telling you to return to the farm and you are there complaining. Time waster
641,adeda,11/23/2019 10:57,"Oluwastosin Fatunmbi is a Zoologist by training from Oyo State.  When asked why he chose to study websi…"
642,adeda,11/23/2019 10:54,Victoria Okpo an Npower Software development training beneficiary tells us what she has learnt so far from N-Te…
643,PATRIOT,11/23/2019 10:51,Oluwastosin Fatunmbi is an exceptional NPowerTech Trainee. He is a Zoologist by training and he hails f…
644,Ibrahim M,11/23/2019 10:26,"Npower is N30,000 free money? how much is their aides eating free everymonths, their AIDE…"
645,Unegbu Richard,11/23/2019 10:19,Npower what is happening?
646,Mustapha Sule,11/23/2019 9:44,"  Please Sir, when will _ng  beneficiaries receive there October Stipend 😩, people are hungry."
647,Odumosu Oluwaseun,11/23/2019 8:15,_ng what is the main reason why volunteers October stipend is yet to be paid . This is very unfair
648,U.M.AVYOKO,11/23/2019 7:18,This is _ng 
649,ηα‎נєєв уυηυѕα,11/23/2019 6:16,Npower _ng Same here CodeNewbie
650,Sulaimon Abayomi Akanbi,11/23/2019 6:03,The absence of communication in regards to the delay in the October stipend is worse than the deferment…
651,Idoko ibrahim joseph,11/23/2019 5:29,"What is happening to Npower? Say something, October stipend is yet to be paid till date and no any statement. This is bad oh"
652,Albert Jr. Akpobowei,11/23/2019 5:01,Like they care. U will be termed a wailer at the end of it
653,Annie Zrely,11/23/2019 4:57,"Please  sir, we have not been paid October stipend. We are very hungry. Do you want us to starve to death"
654,Annie Zrely,11/23/2019 4:51,"Npower Has the Npower scheme been terminated? Let us know, please. This delay of payment does not make sense anymore."
655,Mikeobi,11/23/2019 4:27,"NpowerGod of the Poor Nigerians..We look up to th we Lord..  Now I understand VP Osibanjo is such a honest man.."
656,Mikeobi,11/23/2019 4:25,This new ministry is like falling from frying pan to fire ooo
657,Mikeobi,11/23/2019 4:24,"Npower Afolabi, Has suddenly gone low key, nothing like information from him."
658,Mikeobi,11/23/2019 4:23,"Npower, should we keep on waiting for the next level or just give up.. What on earth is delaying our stipends? Nonsense"
659,shehu Nasiru Muhamma,11/23/2019 4:07,"Npower Congratulations, . We are proud of you"
660,Amedu Danjuma,11/23/2019 2:22,I want to thank my trainners for this great achievement as web developer
661,محمد سعيد إبرا هيم 📚,11/22/2019 22:59,Am telling you😆😆
662,Moh Mala🐦,11/22/2019 22:58,Npower Beneficiaries cannot . Rescue them
663,محمد سعيد إبرا هيم 📚,11/22/2019 22:54,Come and settle my people ooo Haba  Npower
664,Obasi Carlistus,11/22/2019 22:25,Pls I have been trying to log in but isn't working _ng
665,Bolarinwa Kabir,11/22/2019 21:38,"Npower You people are cruel, till this moment, you have not given all the npower beneficiaries the stipends of october"
666,OLUGBADE I. A,11/22/2019 20:20,"Npower when are you people paying our October stipend? You promised to pay 8days ago,  till today nothing from you"
667,Peace,11/22/2019 20:10,Npower  When are we going to be paid October /November salary
668,Abdussalam,11/22/2019 19:40,Npower  dont delay our stipend again
669,Tajudeen.,11/22/2019 19:24,Real economic development not the Oil boom economy recorded under PDP.
670,Blue Bright,11/22/2019 19:14,Npower pay beneficiaries their October stipend. It's over due 😭😭.
671,Teebike....,11/22/2019 18:44,"Aunty  our stipend for October as not been paid , am a volunteer…"
672,ibrerheem 🇺🇲🇳🇬,11/22/2019 18:42,"The ground belongs to justice, kindness, selflessness services, keeping promises. -Npower"
673,jekowa,11/22/2019 18:27,"Npower Good day, we thank God for keeping us till date, we also thank for Nigeria as a whole and also appreci…"
674,Salamatu,11/22/2019 17:55,Pls pay Npower beneficiaries there stipend or better still pls tell us if you don't want to pay. Don't treat us unfaily
675,Taurusapril,11/22/2019 17:43,"after election ended  Npower no longer address the beneficiaries,  on Facebook live chat afte…"
676,Hussain Hassan,11/22/2019 17:36,"yes! I'll only stop learning when life stop teaching, stop giving when I stop receiving.  Sharing knowledge means something to me"
677,Costus spectabilis,11/22/2019 17:15,"Chai Naija, I don tire"
678,Ogunlana segun,11/22/2019 16:40,No ooo! We are hearing stories that the new ministry is still collating and veri…
679,Adetoro Adebola,11/22/2019 16:23,Npower not even a message about the delay in payment so unfair
680,Igslowz,11/22/2019 16:19,Npower keeping beneficiaries of the program in the dark on the happenings concerning the program is totally unjust and unfair
681,Igslowz,11/22/2019 16:07,please the beneficiaries of this program deserve honest explanation over the delay of October payment .…
682,Arakonism Ekpangson,11/22/2019 16:01,not at all
683,Beatrice Olofu,11/22/2019 14:53,"Npower Good afternoon, for over 4 months, after I was assured that my 16 months backlog has been processed, till now I have not seen it. This is crazy!!!"
684,MICHAEL YOUNG,11/22/2019 14:53,Npower  Done sir
685,Regina ifeoma,11/22/2019 14:43,it is quite unfortunate that by now  October stipends have not been paid and November ends by next week… This is tragic
686,Bashir Abdul,11/22/2019 14:25,We are proud of you guys too and we are welcoming you to the Tech Industry-Npower
687,klef,11/22/2019 14:19,"NpowerTech   INSERT INTO front_back VALUES(""Thank you for the energy you… "
688,oko Anthony Agwu,11/22/2019 14:10,Hahaha npower and cross River state government are jockers
689,Demlex,11/22/2019 14:08,wish someone can just come out and let's us know what's going on instead of dying in silent
690,adeda,11/22/2019 14:07,Hassan Audu from Yobe State promises to use what he learnt from NPowerTech Software Program ro help his community - Npower
691,abubakar Sadiq,11/22/2019 13:54,Please forgive us if we offended you as today marked 22 of November but still there is no stipends
692,NPOWER ENHANCEMENT (THEY CALL IT),11/22/2019 13:42,"Npower I like your admission but let me tell you dis, when govt give their backs for us…"
693,Mr All Weather 🌥,11/22/2019 13:33,Npower Every nonsense is possible under this useless government.
694,Afenukan Ushie Odey,11/22/2019 13:23,Npower Pay October Stipend! It's not getting funny.. what's the way forward We are tired
695,Mr All Weather 🌥,11/22/2019 13:16,"Dear Npower beneficiaries, your stipend has been hijacked by the powerful cabals. The change thieves are still thieves…"
696,Bukola Wahab,11/22/2019 12:49,NPowerTech software trainees organized a 5 aside football match in camp in other not to make the camp
697,Bukola Wahab,11/22/2019 12:47,Hassan an NPowerTech software trainee from Yobe State promises to use what he has learnt from N-Tech So…
698,EKITIKAN,11/22/2019 12:10,People like you are benefiting and your family too but will deny it in public.…
699,EKITIKAN,11/22/2019 12:06,Moni Please go back and read
700,Atóbatélè 1,11/22/2019 12:04,"NSIP. Trader moni. n power, all poverty multiplying policies.  Now I know -Moni"
701,Atóbatélè 1,11/22/2019 12:00,"Moni  You asked for policies. I won't answer you again after this, since you…"
702,Wisdom Uchendu,11/22/2019 12:00,"His excellences,    , please are u aware that Npower  has not paid there worker's…"
703,austine nwaozuzu,11/22/2019 12:00,"Today is 22nd of November,still there's no payment of stipends"
704,Abubakar Shuaibu,11/22/2019 11:49,Why all this delay for our allowance for October. This is totally unfair to beneficiaries.
705,Raji,11/22/2019 11:48,I think u are right! I'm fearful because I don't know the right questions to ask our employer
706,Abubakar Shuaibu,11/22/2019 11:46,Up-to now our October allowance today is 53 days oooh I am tired of this oh
707,Bolu,11/22/2019 11:32,NPowerTech Football Competition Update: A football match was organised in the camp inother not to make the camp a… 
708,Kunle Adediran,11/22/2019 11:30,NPowerTech Football Competition Update: A football match was organised in the camp inother not to make the camp a… 
709,PATRIOT,11/22/2019 11:29,NPowerTech software trainees organized a 5 aside football match in camp in other not to make the camp d…
710,PATRIOT,11/22/2019 11:27,Hassan an _ng NPowerTech software trainee from Yobe State promises to use what he has learnt from N-Tech So… 
711,Kunle Adediran,11/22/2019 11:20,NPowerTech Football Competition Update: A football match was organised in the camp inother not to make the camp a… 
712,The OverLord Queen Herself,11/22/2019 11:16,NPowerTech youth engagement via a football match organised in the camp in other not to make the camp a dull place…
713,Pres. Muhammad Buhari C.S,11/22/2019 11:10,"Npower Hello and good afternoon, please what's up with the October payment??? Any reason why participants haven't been paid?"
714,JKusada🔴,11/22/2019 11:05,Npower pay us now!!!
715,"Taye Paul Olubayo, MFR",11/22/2019 11:05,NPowerTech Football Competition Update: A football match was organised in the camp inother not to make the camp a…
716,Zainul Abidina Aliyu,11/22/2019 10:11,Npower Please what is exactly delaying our stipend
717,Hajia Adijat,11/22/2019 9:48,Npower officials should please clear the air on the delayed stipend. It is very important. This is really unfair to us🙏🙏🙏🙏 pleeeaaassee.
718,Ogundare Oluwaseyi s,11/22/2019 9:29,D message hit hard on me that's d reason why I used it.I didn't ring d error on it. When 're…
719,Sammy Adex,11/22/2019 9:21,Npower   Pay us our october stipend then?
720,ONI GBENGA,11/22/2019 9:18,Morning sir. Pls I want to bring this to ur notice sir that we have not being paid October… Dont suffer this plight
721,OJ. Yahaya #SDGs💦🌍💧🏞,11/22/2019 9:04,"Children enjoy seeing each other taking great steps and they see a win for one as a win for all."
722,Odugbesan Olusegun,11/22/2019 8:53,Npower  Its very sad seeing the way u people treated npower beneficiaries. Today is 22nd in the month of Novemeber
723,EKITIKAN,11/22/2019 8:48,"I never said OBJ ooo.  Atiku (you have nothing to say) : Osinbajo  NSIP Moni  CCT,…"
724,Friday Joshua,11/22/2019 8:46,Npower I want to use this Opportunity to thank the F.G for creating N-Power by taking our Youths of the Street. But pay us please
725,SAGE Global Response,11/22/2019 8:37,"Hassan from Yobe State, a beneficiary of the N-Tech Software Programme, says he will use the skills he has learnt f…"
726,tonex,11/22/2019 8:20,Npower when are we getting our stipend ma.. It wasn't so with the Vice President.. Do we have to be punished for our services?
727,Bellow Denniz,11/22/2019 8:03,Ok dey do am dey go.
728,Esther Williams,11/22/2019 8:01,"Npower Pay Our October Stipend  Kindly look into the plight of the beneficiaries of this program"
729,emmacorp,11/22/2019 7:16,Behold npower has abandoned us ooo we are finishe
730,amDarasat,11/22/2019 7:00,Npower Please when will the next registration for n-power build begin
731,Anthony Sarki,11/22/2019 6:56,Npower Very disappointed on you guys
732,Anthony Sarki,11/22/2019 6:55,Npower  We're very disappointed on u guys
733,Jose',11/22/2019 6:55,Npower pay our October stipend pay our money. don't treat us unfairly
734,Jose',11/22/2019 6:54,pay out October salary npower pay our oct salary
735,Hamid,11/22/2019 6:52,"NPower program have been hijacked by Cabals in the presidency, the miserable stipend can not be paid again . Corrupt men"
736,Saifullahi Aliyu,11/22/2019 6:47,NPOWER beneficiaries are yet to receive there October stipend. farouq
737,Michael,11/22/2019 6:23," _ng Which was used as a tool to won, imagine"
738,Michael,11/22/2019 6:22,"Npower Blunders, u better don't allow them to see this, if not u are a gunner"
739,Eigengrau,11/22/2019 6:14,"I wonder why a supposedly enlightened person, will, for once, think this gov't has disappoint citizens"
740,Deji,11/22/2019 6:04,Npower So they haven't paid your October allowance yet?
741,Emmanuel Isama,11/22/2019 6:04,The unbelievable truth is that Govt is tired of paying Npower and is now looking for a way to avoid beneficiaries
742,Blackmentor,11/22/2019 4:39,"Npower Please, what is the status of October stipend for your volunteers? Good morning."
743,Okwuonu Eziaku,11/22/2019 4:37,Npower when will the site be opened for new intake?
744,Teehay decency,11/22/2019 3:45,Npower goodday..there has been  silence on dis platform for a while now..can u pls let us knw our fate on dis program + our Oct stipend.
745,Austin Okai,11/22/2019 2:26,I wish you see this tweet your excellency. No beneficiaries haven't been paid their October stipends
746,Hamza yusuf,11/21/2019 23:35,Dear  Npower team please 🙏 what happen to our october stipend?
747,Emeka Sanko,11/21/2019 22:47,Sir why have you people refused to pay me my 5months backlogs despite been clarified by…
748,Ogunlana segun,11/21/2019 22:19,"When  Npower was under , we hardly hear stories but just less than a month under a whole ministry,…"
749,Yakubu David,11/21/2019 22:17,Moved away from him? A ministry is being created to take charge of it to loot beneficiaries stipend
750,Zakari Shittu,11/21/2019 22:13,"Oga Bash, wetin fit dey happen nau? Today na 51/10/2019 n October stipend ve not being paid. This is bad oh"
751,Zakari Shittu,11/21/2019 22:06,"Oga at the top, by my calendar, today is 51/10/2919 n October stipend is over delayed"
752,Multispace technology,11/21/2019 21:18,"Npower Pay Our October Stipend . Sir I Have worked and getting to two month…"
753,Ogundare Oluwaseyi s,11/21/2019 21:11,Npower which way na?October stipend nothing comot
754,mgbada Theophilus,11/21/2019 21:07,"Goodday npower, can you guys be kind to tell us what is our faith"
755,Afu Dimkpa🇳🇬🇨🇦,11/21/2019 20:52,Dear  Npower kindly put the Nigerian youths out of their miseries by tellin…
756,Unegbu Richard,11/21/2019 20:48,"Npower Good evening Please what is going on?"
757,Anietimfon Effiong,11/21/2019 20:30,Dear handlers of Npower is this program coming to an end this month? Please if yes infor…
758,Michael Best,11/21/2019 20:16,Npower   Pay  Npower volunteers their October stipend
759,ADE,11/21/2019 19:43,Npower any explanation on the delay for October stipends?
760,Ubon Ekanem,11/21/2019 19:42,"Please what is the issue with the Npower, the beneficiaries hasn't been paid October stipends till now."
761,Balogun Olanrewaju,11/21/2019 19:40,"sirs, I'd like to inform you that the movement of Npower to a ministry is a form of corruption"
762,jibrin yahaya,11/21/2019 19:23,"Npower he doesnt make sense to disengage us without better option...  we want permanency"
763,Echezonadike,11/21/2019 19:02,I am still perplexed at how some people I respect so much have stooped so low because of money. During t…
764,𝐔𝐬𝐦𝐚𝐍.. 𝐁𝐞𝐥𝐥𝐎.. 𝐀𝐡𝐦𝐚𝐃..™,11/21/2019 18:59,Npower dead stipend delayed!!!!! 😂😂
765,chinonso prince,11/21/2019 18:41,"_ng We are still waiting ,we are hungry, Is Npower dead"
766,Echezonadike,11/21/2019 18:30,Npower poor you guys!!!  I am still surprised at some of you who think that Npower will be revived again. Npower is dead forever;…
767,ajoke popoola,11/21/2019 18:29,NpowerPay our stipends... we are not slaves or beggars... we have worked and we deserve to be given our wages.…  dont be mean to us
768,Sidiq Shola,11/21/2019 18:26,Tell them to pay the poor youths their meagre called stipends. Pay Npower beneficiary their entitlements. This is too poor of you guys
769,Samseg,11/21/2019 18:09,Npower.. Pls consider the youths under the Npower scheme. Don't frustrate our life
770,𝔸𝕓𝕓𝕒 𝕓𝕣𝕒𝕚𝕞,11/21/2019 18:07,npower teacher.
771,Yahaya Wada,11/21/2019 18:01,_RidwanJayeola  _ng If you don't know that the Social Investment Programme is no longer under working the you are wasting time
772,Dan Jikan Kebbi,11/21/2019 17:45,Npower non payment of stipend is wickedness
773,Afenukan Ushie Odey,11/21/2019 17:43,The least Npower can do at this time is to release an official statement about delay of stipend payment
774,"QS Ogundeji, S. A.",11/21/2019 17:43,Stop being sarcastic...Did they pay Christians when Muslims were not paid duriing ...
775,"QS Ogundeji, S. A.",11/21/2019 17:35,"Npower Please, what's going wrong with Npower....you withheld our October stipend with no genuine reason. Why na…"
776,"QS Ogundeji, S. A.",11/21/2019 17:33,"Please, what's going wrong with Npower....you withheld our October stipend with no genuine reason. This is wickedness"
777,Ese Oghene👑🌟,11/21/2019 17:18,Npower What is happening to stipend? This is not fair
778,Ayuba Liman,11/21/2019 16:39,Please what happen to our monthly stipend... Today is 21st but last month stipend didn't come?
